Name,Gender,Age,Height(cm),Weight(kg),Lifestyle,Exercise,Daily Calories Intake,Target,"How motivated are you for being healthy
(in %)",Body Mass Index (BMI),Basal Metabolic Rate (BMR),Type,Body Fat Percentage (BFP),Body Type,"Daily Calorie Need (Based on BMR and Exercise)
(in Calorie)","Total Daily Energy Expenditure (TDEE) (Based on BMR and Lifestyle)
(in Calorie)",Suggestion
A9994,Female,65,182,84,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3221,Loose Weight,67,25.36,1491.05,Adult Female,39.9811,Overweight,2572,3355,LOW CARB DIET (25:35:40)
A9995,Female,65,182,88,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3131,Maintain Weight,76,26.57,1529.30,Adult Female,41.4302,Overweight,1835,3441,BALANCE DIET (55:25:20)
A9996,Female,65,182,92,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3386,Gain Muscle,73,27.77,1567.56,Adult Female,42.8793,Overweight,2155,3527,ZONE DIET (40:30:30)
A9997,Female,65,152,40,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2717,Loose Weight,83,17.31,1014.78,Adult Female,30.3256,Underweight,1573,2283,BALANCE DIET (55:25:20)
A9998,Female,65,152,44,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),1801,Maintain Weight,72,19.04,1053.03,Adult Female,32.4032,Normal,1816,2369,BALANCE DIET (55:25:20)
A9999,Female,65,152,48,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2897,Gain Muscle,84,20.78,1091.28,Adult Female,34.4807,Normal,1310,2455,HIGH CARB DIET(60:20:20)
A10000,Female,65,152,52,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),1830,Loose Weight,71,22.51,1129.54,Adult Female,36.5583,Normal,1553,2541,LOW CARB DIET (25:35:40)
A10001,Female,65,152,56,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2654,Maintain Weight,81,24.24,1167.79,Adult Female,38.6359,Normal,1810,2628,BALANCE DIET (55:25:20)
A10002,Female,65,152,60,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3392,Gain Muscle,67,25.97,1206.04,Adult Female,40.7134,Overweight,2080,2714,ZONE DIET (40:30:30)
A10003,Female,65,152,64,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2352,Loose Weight,95,27.70,1244.29,Adult Female,42.7910,Overweight,1493,2800,KETOGENIC DIET (5:35:60)
A10004,Female,65,152,68,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3203,Maintain Weight,71,29.43,1282.54,Adult Female,44.8686,Overweight,1763,2886,BALANCE DIET (55:25:20)
A10005,Female,65,152,72,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3328,Gain Muscle,67,31.16,1320.80,Adult Female,46.9461,Obese,2047,2972,ZONE DIET (40:30:30)
A10006,Female,65,152,76,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2263,Loose Weight,93,32.89,1359.05,Adult Female,49.0237,Obese,2344,3058,KETOGENIC DIET (5:35:60)
A10007,Female,65,152,80,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3490,Maintain Weight,73,34.63,1397.30,Adult Female,51.1012,Obese,1677,3144,LOW CARB DIET (25:35:40)
A10008,Female,65,152,84,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2390,Gain Muscle,79,36.36,1435.55,Adult Female,53.1788,Obese,1974,3230,HIGH CARB DIET(60:20:20)
A10009,Female,65,152,88,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2354,Loose Weight,62,38.09,1473.80,Adult Female,55.2564,Obese,2284,3316,LOW CARB DIET (25:35:40)
A10010,Female,65,152,92,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3028,Maintain Weight,95,39.82,1512.06,Adult Female,57.3339,Obese,2608,3402,BALANCE DIET (55:25:20)
A10011,Female,65,158,40,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2654,Gain Muscle,86,16.02,1025.88,Adult Female,28.7777,Underweight,1231,2308,HIGH CARB DIET(60:20:20)
A10012,Female,65,158,44,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2921,Loose Weight,87,17.63,1064.13,Adult Female,30.7005,Underweight,1463,2394,BALANCE DIET (55:25:20)
A10013,Female,65,158,48,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2927,Maintain Weight,71,19.23,1102.38,Adult Female,32.6232,Normal,1709,2480,BALANCE DIET (55:25:20)
A10014,Female,65,158,52,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3234,Gain Muscle,74,20.83,1140.64,Adult Female,34.5460,Normal,1968,2566,ZONE DIET (40:30:30)
A10015,Female,65,158,56,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2069,Loose Weight,61,22.43,1178.89,Adult Female,36.4688,Normal,1415,2652,LOW CARB DIET (25:35:40)
A10016,Female,65,158,60,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3286,Maintain Weight,80,24.03,1217.14,Adult Female,38.3915,Normal,1674,2739,BALANCE DIET (55:25:20)
A10017,Female,65,158,64,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2655,Gain Muscle,86,25.64,1255.39,Adult Female,40.3143,Overweight,1946,2825,ZONE DIET (40:30:30)
A10018,Female,65,158,68,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2736,Loose Weight,93,27.24,1293.64,Adult Female,42.2371,Overweight,2232,2911,KETOGENIC DIET (5:35:60)
A10019,Female,65,158,72,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2997,Maintain Weight,83,28.84,1331.90,Adult Female,44.1598,Overweight,1598,2997,ZONE DIET (40:30:30)
A10020,Female,65,158,76,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2929,Gain Muscle,73,30.44,1370.15,Adult Female,46.0826,Obese,1884,3083,ZONE DIET (40:30:30)
A10021,Female,65,158,80,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2250,Loose Weight,77,32.05,1408.40,Adult Female,48.0054,Obese,2183,3169,LOW CARB DIET (25:35:40)
A10022,Female,65,158,84,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),4069,Maintain Weight,69,33.65,1446.65,Adult Female,49.9281,Obese,2495,3255,LOW CARB DIET (25:35:40)
A10023,Female,65,158,88,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3241,Gain Muscle,64,35.25,1484.90,Adult Female,51.8509,Obese,2561,3341,ZONE DIET (40:30:30)
A10024,Female,65,158,92,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),4215,Loose Weight,84,36.85,1523.16,Adult Female,53.7737,Obese,1828,3427,KETOGENIC DIET (5:35:60)
A10025,Female,65,164,40,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),1773,Maintain Weight,85,14.87,1036.98,Adult Female,27.3965,Underweight,1426,2333,BALANCE DIET (55:25:20)
A10026,Female,65,164,44,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2081,Gain Muscle,95,16.36,1075.23,Adult Female,29.1812,Underweight,1667,2419,HIGH CARB DIET(60:20:20)
A10027,Female,65,164,48,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2931,Loose Weight,85,17.85,1113.48,Adult Female,30.9658,Underweight,1921,2505,BALANCE DIET (55:25:20)
A10028,Female,65,164,52,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2928,Maintain Weight,84,19.33,1151.74,Adult Female,32.7505,Normal,1382,2591,BALANCE DIET (55:25:20)
A10029,Female,65,164,56,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2999,Gain Muscle,82,20.82,1189.99,Adult Female,34.5351,Normal,1636,2677,HIGH CARB DIET(60:20:20)
A10030,Female,65,164,60,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),1990,Loose Weight,66,22.31,1228.24,Adult Female,36.3198,Normal,1904,2764,LOW CARB DIET (25:35:40)
A10031,Female,65,164,64,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2536,Maintain Weight,63,23.80,1266.49,Adult Female,38.1044,Normal,2185,2850,BALANCE DIET (55:25:20)
A10032,Female,65,164,68,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3787,Gain Muscle,93,25.28,1304.74,Adult Female,39.8891,Overweight,1566,2936,ZONE DIET (40:30:30)
A10033,Female,65,164,72,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3807,Loose Weight,82,26.77,1343.00,Adult Female,41.6737,Overweight,1847,3022,KETOGENIC DIET (5:35:60)
A10034,Female,65,164,76,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3294,Maintain Weight,76,28.26,1381.25,Adult Female,43.4584,Overweight,2141,3108,BALANCE DIET (55:25:20)
A10035,Female,65,164,80,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2906,Gain Muscle,75,29.74,1419.50,Adult Female,45.2430,Overweight,2449,3194,ZONE DIET (40:30:30)
A10036,Female,65,164,84,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3182,Loose Weight,95,31.23,1457.75,Adult Female,47.0277,Obese,1749,3280,KETOGENIC DIET (5:35:60)
A10037,Female,65,164,88,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2794,Maintain Weight,72,32.72,1496.00,Adult Female,48.8123,Obese,2057,3366,BALANCE DIET (55:25:20)
A10038,Female,65,164,92,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3245,Gain Muscle,89,34.21,1534.26,Adult Female,50.5970,Obese,2378,3452,ZONE DIET (40:30:30)
A10039,Female,65,170,40,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),1910,Loose Weight,78,13.84,1048.08,Adult Female,26.1590,Underweight,1808,2358,BALANCE DIET (55:25:20)
A10040,Female,65,170,44,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2249,Maintain Weight,85,15.22,1086.33,Adult Female,27.8199,Underweight,1304,2444,BALANCE DIET (55:25:20)
A10041,Female,65,170,48,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2252,Gain Muscle,61,16.61,1124.58,Adult Female,29.4808,Underweight,1546,2530,ZONE DIET (40:30:30)
A10042,Female,65,170,52,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3323,Loose Weight,69,17.99,1162.84,Adult Female,31.1417,Underweight,1802,2616,BALANCE DIET (55:25:20)
A10043,Female,65,170,56,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3378,Maintain Weight,64,19.38,1201.09,Adult Female,32.8026,Normal,2072,2702,BALANCE DIET (55:25:20)
A10044,Female,65,170,60,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2816,Gain Muscle,66,20.76,1239.34,Adult Female,34.4635,Normal,1487,2789,ZONE DIET (40:30:30)
A10045,Female,65,170,64,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2185,Loose Weight,64,22.15,1277.59,Adult Female,36.1244,Normal,1757,2875,LOW CARB DIET (25:35:40)
A10046,Female,65,170,68,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3523,Maintain Weight,90,23.53,1315.84,Adult Female,37.7853,Normal,2040,2961,BALANCE DIET (55:25:20)
A10047,Female,65,170,72,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3961,Gain Muscle,65,24.91,1354.10,Adult Female,39.4462,Overweight,2336,3047,ZONE DIET (40:30:30)
A10048,Female,65,170,76,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3791,Loose Weight,92,26.30,1392.35,Adult Female,41.1071,Overweight,1671,3133,KETOGENIC DIET (5:35:60)
A10049,Female,65,170,80,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3863,Maintain Weight,68,27.68,1430.60,Adult Female,42.7680,Overweight,1967,3219,BALANCE DIET (55:25:20)
A10050,Female,65,170,84,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),4197,Gain Muscle,67,29.07,1468.85,Adult Female,44.4289,Overweight,2277,3305,ZONE DIET (40:30:30)
A10051,Female,65,170,88,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3696,Loose Weight,86,30.45,1507.10,Adult Female,46.0898,Obese,2600,3391,KETOGENIC DIET (5:35:60)
